freq	morph	lang	stem	morph_type	person	gender	number	state	pos	lexical_class	distinct_variants
1	Acfsc	A		cardinal number		feminine	singular	construct	adjective	num	1
1	Vprfsa	A	pael	participle active		feminine	singular	absolute	verb	verb	1
1	Pp3fp	A		personal	third	feminine	plural		pronoun	pron	1
1	Aabsa	A		adjective		both	singular	absolute	adjective	num	1
1	VKq3ms	H	pulal	weqatal	third	masculine	singular		verb	verb	1
1	Vcp1cs	H		qatal	first	common	singular		verb	verb	1
1	Vri3fp	H	hithpolel	yiqtol	third	feminine	plural		verb	verb	1
1	Vhq2fs	H	hiphil	weqatal	second	feminine	singular		verb	verb	1
1	Vfi3mp	H	hithpalpel	yiqtol	third	masculine	plural		verb	verb	1
1	Vmrfpa	H	poel	participle active		feminine	plural	absolute	verb	verb	1
1	Vlrmpc	H	pilpel	participle active		masculine	plural	construct	verb	verb	1
1	VQq3ms	H	qal passive	weqatal	third	masculine	singular		verb	verb	1
1	VHq3fs	H	hophal	weqatal	third	feminine	singular		verb	verb	1
1	Vtw3fp	H	hithpael	wayyiqtol	third	feminine	plural		verb	verb	1
1	Vrrfpa	H	hithpolel	participle active		feminine	plural	absolute	verb	verb	1
