translation	book	chapter	verse	segment_text	flag	seg_bases	paired_surface	paired_strongs	paired_class
ASV	1CH	1	42	of Dishan	ORPHAN_TAG	1789			
ASV	1CH	2	3	unto him of Shua	ORPHAN_TAG	7774			
ASV	1CH	2	3	's daughter	ORPHAN_TAG	1323			
ASV	1CH	2	18	children of	ORPHAN_TAG	854			
ASV	1CH	2	52	: Haroeh	ORPHAN_TAG	7204			
ASV	1CH	2	52	of the Menuhoth	ORPHAN_TAG	2679			
ASV	1CH	2	54	, Atroth-beth	ORPHAN_TAG	5852			
ASV	1CH	2	55	of Hammath	ORPHAN_TAG	2574			
ASV	1CH	3	1	the Jezreelitess	ORPHAN_TAG	3159			
ASV	1CH	3	1	the Carmelitess	ORPHAN_TAG	3762			
ASV	1CH	3	17	, the captive	ORPHAN_TAG	617			
ASV	1CH	4	12	. These are the men	ORPHAN_TAG	582			
ASV	1CH	4	14	Ge-harashim	ORPHAN_TAG	2798			
ASV	1CH	4	14	; for they were craftsmen	ORPHAN_TAG	2791			
ASV	1CH	4	19	of Hodiah	ORPHAN_TAG	1940			
ASV	1CH	4	22	, and the men	ORPHAN_TAG	582			
ASV	1CH	4	23	and Gederah	ORPHAN_TAG	1448			
ASV	1CH	4	39	And they went	ORPHAN_TAG	3212			
ASV	1CH	4	41	, and the Meunim	ORPHAN_TAG	4583			
ASV	1CH	4	42	men	ORPHAN_TAG	582			
ASV	1CH	5	9	even unto the entrance	ORPHAN_TAG	935			
ASV	1CH	5	18	, of valiant men	ORPHAN_TAG	582			
ASV	1CH	5	24	men	ORPHAN_TAG	582			
ASV	1CH	5	24	men	ORPHAN_TAG	582			
ASV	1CH	6	3	of Amram	ORPHAN_TAG	6019			
ASV	1CH	6	3	, and Miriam	ORPHAN_TAG	4813			
ASV	1CH	6	3	: Nadab	ORPHAN_TAG	5070			
ASV	1CH	6	3	, and Abihu	ORPHAN_TAG	30			
ASV	1CH	6	3	, Eleazar	ORPHAN_TAG	499			
ASV	1CH	6	3	, and Ithamar	ORPHAN_TAG	385			
ASV	1CH	6	4	begat	ORPHAN_TAG	3205			
ASV	1CH	6	4	begat	ORPHAN_TAG	3205			
ASV	1CH	6	5	and Abishua	ORPHAN_TAG	50			
ASV	1CH	6	5	begat	ORPHAN_TAG	3205			
ASV	1CH	6	5	begat	ORPHAN_TAG	3205			
ASV	1CH	6	6	and Uzzi	ORPHAN_TAG	5813			
ASV	1CH	6	6	begat	ORPHAN_TAG	3205			
ASV	1CH	6	6	Zerahiah	ORPHAN_TAG	2228			
ASV	1CH	6	6	, and Zerahiah	ORPHAN_TAG	2228			
ASV	1CH	6	6	begat	ORPHAN_TAG	3205			
ASV	1CH	6	7	Meraioth	ORPHAN_TAG	4812			
ASV	1CH	6	7	begat	ORPHAN_TAG	3205			
ASV	1CH	6	7	Amariah	ORPHAN_TAG	568			
ASV	1CH	6	7	, and Amariah	ORPHAN_TAG	568			
ASV	1CH	6	7	begat	ORPHAN_TAG	3205			
ASV	1CH	6	7	Ahitub	ORPHAN_TAG	285			
ASV	1CH	6	8	and Ahitub	ORPHAN_TAG	285			
ASV	1CH	6	8	begat	ORPHAN_TAG	3205			
ASV	1CH	6	8	begat	ORPHAN_TAG	3205			
ASV	1CH	6	9	and Ahimaaz	ORPHAN_TAG	290			
ASV	1CH	6	9	begat	ORPHAN_TAG	3205			
ASV	1CH	6	9	begat	ORPHAN_TAG	3205			
ASV	1CH	6	9	Johanan	ORPHAN_TAG	3110			
ASV	1CH	6	10	and Johanan	ORPHAN_TAG	3110			
ASV	1CH	6	10	begat	ORPHAN_TAG	3205			
ASV	1CH	6	10	Azariah	ORPHAN_TAG	5838			
ASV	1CH	6	10	, (he it is that executed the priest	ORPHAN_TAG	3547			
ASV	1CH	6	11	and Azariah	ORPHAN_TAG	5838			
ASV	1CH	6	11	begat	ORPHAN_TAG	3205			
ASV	1CH	6	11	Amariah	ORPHAN_TAG	568			
ASV	1CH	6	11	, and Amariah	ORPHAN_TAG	568			
ASV	1CH	6	11	begat	ORPHAN_TAG	3205			
ASV	1CH	6	11	Ahitub	ORPHAN_TAG	285			
ASV	1CH	6	12	and Ahitub	ORPHAN_TAG	285			
ASV	1CH	6	12	begat	ORPHAN_TAG	3205			
ASV	1CH	6	12	Zadok	ORPHAN_TAG	6659			
ASV	1CH	6	12	, and Zadok	ORPHAN_TAG	6659			
ASV	1CH	6	12	begat	ORPHAN_TAG	3205			
ASV	1CH	6	12	Shallum	ORPHAN_TAG	7967			
ASV	1CH	6	13	and Shallum	ORPHAN_TAG	7967			
ASV	1CH	6	13	begat	ORPHAN_TAG	3205			
ASV	1CH	6	13	begat	ORPHAN_TAG	3205			
ASV	1CH	6	13	Azariah	ORPHAN_TAG	5838			
ASV	1CH	6	14	and Azariah	ORPHAN_TAG	5838			
ASV	1CH	6	14	begat	ORPHAN_TAG	3205			
ASV	1CH	6	14	Seraiah	ORPHAN_TAG	8304			
ASV	1CH	6	14	, and Seraiah	ORPHAN_TAG	8304			
ASV	1CH	6	14	begat	ORPHAN_TAG	3205			
ASV	1CH	6	14	Jehozadak	ORPHAN_TAG	3087			
ASV	1CH	6	15	And Jehozadak	ORPHAN_TAG	3087			
ASV	1CH	6	15	went	ORPHAN_TAG	1980			
ASV	1CH	6	15	, when Jehovah carried away	ORPHAN_TAG	1540			
ASV	1CH	6	15	Judah	ORPHAN_TAG	3063			
ASV	1CH	6	15	and Jerusalem	ORPHAN_TAG	3389			
ASV	1CH	6	15	of Nebuchadnezzar	ORPHAN_TAG	5019			
ASV	1CH	6	16	: Gershom	ORPHAN_TAG	1647			
ASV	1CH	6	16	, and Merari	ORPHAN_TAG	4847			
ASV	1CH	6	17	And these are the names	ORPHAN_TAG	8034			
ASV	1CH	6	17	of Gershom	ORPHAN_TAG	1647			
ASV	1CH	6	18	were Amram	ORPHAN_TAG	6019			
ASV	1CH	6	18	, and Izhar	ORPHAN_TAG	3324			
ASV	1CH	6	18	, and Hebron	ORPHAN_TAG	2275			
ASV	1CH	6	18	, and Uzziel	ORPHAN_TAG	5816			
ASV	1CH	6	19	. And these are the families	ORPHAN_TAG	4940			
ASV	1CH	6	19	of the Levites	ORPHAN_TAG	3881			
ASV	1CH	6	19	according to their fathers	ORPHAN_TAG	1			
ASV	1CH	6	20	Of Gershom	ORPHAN_TAG	1647			
ASV	1CH	6	20	: Libni	ORPHAN_TAG	3845			
ASV	1CH	6	20	, Jahath	ORPHAN_TAG	3189			
ASV	1CH	6	21	Joah	ORPHAN_TAG	3098			
ASV	1CH	6	21	, Iddo	ORPHAN_TAG	5714			
ASV	1CH	6	21	, Jeatherai	ORPHAN_TAG	2979			
ASV	1CH	6	22	of Kohath	ORPHAN_TAG	6955			
ASV	1CH	6	22	: Amminadab	ORPHAN_TAG	5992			
ASV	1CH	6	28	, Joel	ORPHAN_TAG	2059			
ASV	1CH	6	29	: Mahli	ORPHAN_TAG	4249			
ASV	1CH	6	29	, Libni	ORPHAN_TAG	3845			
ASV	1CH	6	29	, Shimei	ORPHAN_TAG	8096			
ASV	1CH	6	29	, Uzzah	ORPHAN_TAG	5798			
ASV	1CH	6	31	And these are they whom David	ORPHAN_TAG	1732			
ASV	1CH	6	31	over the service	ORPHAN_TAG	3027			
ASV	1CH	6	31	of song	ORPHAN_TAG	7892			
ASV	1CH	6	31	in the house	ORPHAN_TAG	1004			
ASV	1CH	6	31	of Jehovah	ORPHAN_TAG	3068			
ASV	1CH	6	31	, after that the ark	ORPHAN_TAG	727			
ASV	1CH	6	31	had rest	ORPHAN_TAG	4494			
ASV	1CH	6	32	And they ministered	ORPHAN_TAG	8334			
ASV	1CH	6	32	with song	ORPHAN_TAG	7892			
ASV	1CH	6	32	before	ORPHAN_TAG	6440			
ASV	1CH	6	32	the tabernacle	ORPHAN_TAG	168			
ASV	1CH	6	32	of the tent	ORPHAN_TAG	168			
ASV	1CH	6	32	of meeting	ORPHAN_TAG	4150			
ASV	1CH	6	32	, until Solomon	ORPHAN_TAG	8010			
ASV	1CH	6	32	had built	ORPHAN_TAG	1129			
ASV	1CH	6	32	of Jehovah	ORPHAN_TAG	3068			
ASV	1CH	6	32	in Jerusalem	ORPHAN_TAG	3389			
ASV	1CH	6	32	: and they waited	ORPHAN_TAG	5975			
ASV	1CH	6	32	according to their order	ORPHAN_TAG	4941			
ASV	1CH	6	33	of the Kohathites	ORPHAN_TAG	6956			
ASV	1CH	6	33	: Heman	ORPHAN_TAG	1968			
ASV	1CH	6	33	the singer	ORPHAN_TAG	7891			
ASV	1CH	6	33	of Joel	ORPHAN_TAG	3100			
ASV	1CH	6	33	of Samuel	ORPHAN_TAG	8050			
ASV	1CH	6	36	of Elkanah	ORPHAN_TAG	511			
ASV	1CH	6	36	of Joel	ORPHAN_TAG	3100			
ASV	1CH	6	36	of Azariah	ORPHAN_TAG	5838			
ASV	1CH	6	36	of Zephaniah	ORPHAN_TAG	6846			
ASV	1CH	6	37	of Tahath	ORPHAN_TAG	8480			
ASV	1CH	6	37	of Assir	ORPHAN_TAG	617			
ASV	1CH	6	37	of Ebiasaph	ORPHAN_TAG	43			
ASV	1CH	6	37	of Korah	ORPHAN_TAG	7141			
ASV	1CH	6	38	of Izhar	ORPHAN_TAG	3324			
ASV	1CH	6	38	of Levi	ORPHAN_TAG	3878			
ASV	1CH	6	38	of Israel	ORPHAN_TAG	3478			
ASV	1CH	6	39	And his brother	ORPHAN_TAG	251			
ASV	1CH	6	39	Asaph	ORPHAN_TAG	623			
ASV	1CH	6	39	, who stood	ORPHAN_TAG	5975			
ASV	1CH	6	39	on his right hand	ORPHAN_TAG	3225			
ASV	1CH	6	39	, even Asaph	ORPHAN_TAG	623			
ASV	1CH	6	39	of Berechiah	ORPHAN_TAG	1296			
ASV	1CH	6	39	of Shimea	ORPHAN_TAG	8092			
ASV	1CH	6	40	of Michael	ORPHAN_TAG	4317			
ASV	1CH	6	40	of Baaseiah	ORPHAN_TAG	1202			
ASV	1CH	6	40	of Malchijah	ORPHAN_TAG	4441			
ASV	1CH	6	41	of Ethni	ORPHAN_TAG	867			
ASV	1CH	6	41	of Zerah	ORPHAN_TAG	2226			
ASV	1CH	6	41	of Adaiah	ORPHAN_TAG	5718			
ASV	1CH	6	42	of Ethan	ORPHAN_TAG	387			
ASV	1CH	6	42	of Zimmah	ORPHAN_TAG	2155			
ASV	1CH	6	42	of Shimei	ORPHAN_TAG	8096			
ASV	1CH	6	43	of Jahath	ORPHAN_TAG	3189			
ASV	1CH	6	43	of Gershom	ORPHAN_TAG	1647			
ASV	1CH	6	43	of Levi	ORPHAN_TAG	3878			
ASV	1CH	6	44	And on the left hand	ORPHAN_TAG	8040			
ASV	1CH	6	44	their brethren	ORPHAN_TAG	251			
ASV	1CH	6	44	: Ethan	ORPHAN_TAG	387			
ASV	1CH	6	44	of Kishi	ORPHAN_TAG	7029			
ASV	1CH	6	44	of Abdi	ORPHAN_TAG	5660			
ASV	1CH	6	44	of Malluch	ORPHAN_TAG	4409			
ASV	1CH	6	45	of Hashabiah	ORPHAN_TAG	2811			
ASV	1CH	6	45	of Amaziah	ORPHAN_TAG	558			
ASV	1CH	6	45	of Hilkiah	ORPHAN_TAG	2518			
ASV	1CH	6	46	of Amzi	ORPHAN_TAG	557			
ASV	1CH	6	46	of Bani	ORPHAN_TAG	1137			
ASV	1CH	6	46	of Shemer	ORPHAN_TAG	8106			
ASV	1CH	6	47	of Mahli	ORPHAN_TAG	4249			
ASV	1CH	6	47	of Mushi	ORPHAN_TAG	4187			
ASV	1CH	6	47	of Levi	ORPHAN_TAG	3878			
ASV	1CH	6	48	And their brethren	ORPHAN_TAG	251			
ASV	1CH	6	48	the Levites	ORPHAN_TAG	3881			
ASV	1CH	6	48	for all the service	ORPHAN_TAG	5656			
ASV	1CH	6	48	of the tabernacle	ORPHAN_TAG	4908			
ASV	1CH	6	48	of the house	ORPHAN_TAG	1004			
ASV	1CH	6	48	of God	ORPHAN_TAG	430			
ASV	1CH	6	49	But Aaron	ORPHAN_TAG	175			
ASV	1CH	6	49	offered	ORPHAN_TAG	6999			
ASV	1CH	6	49	upon the altar	ORPHAN_TAG	4196			
ASV	1CH	6	49	of burnt-offering	ORPHAN_TAG	5930			
ASV	1CH	6	49	, and upon the altar	ORPHAN_TAG	4196			
ASV	1CH	6	49	of incense	ORPHAN_TAG	7004			
ASV	1CH	6	49	, for all the work	ORPHAN_TAG	4399			
ASV	1CH	6	49	of the most	ORPHAN_TAG	6944			
ASV	1CH	6	49	holy	ORPHAN_TAG	6944			
ASV	1CH	6	49	place	ORPHAN_TAG	3722			
ASV	1CH	6	49	, and to make atonement for Israel	ORPHAN_TAG	3478			
ASV	1CH	6	49	, according to all that Moses	ORPHAN_TAG	4872			
ASV	1CH	6	49	the servant	ORPHAN_TAG	5650			
ASV	1CH	6	49	of God	ORPHAN_TAG	430			
ASV	1CH	6	49	had commanded	ORPHAN_TAG	6680			
ASV	1CH	6	50	of Aaron	ORPHAN_TAG	175			
ASV	1CH	6	50	: Eleazar	ORPHAN_TAG	499			
ASV	1CH	6	50	, Phinehas	ORPHAN_TAG	6372			
ASV	1CH	6	50	, Abishua	ORPHAN_TAG	50			
ASV	1CH	6	51	Bukki	ORPHAN_TAG	1231			
ASV	1CH	6	51	, Uzzi	ORPHAN_TAG	5813			
ASV	1CH	6	51	, Zerahiah	ORPHAN_TAG	2228			
ASV	1CH	6	52	Meraioth	ORPHAN_TAG	4812			
ASV	1CH	6	52	his son	ORPHAN_TAG	1121			
ASV	1CH	6	52	, Amariah	ORPHAN_TAG	568			
ASV	1CH	6	52	his son	ORPHAN_TAG	1121			
ASV	1CH	6	52	, Ahitub	ORPHAN_TAG	285			
ASV	1CH	6	52	his son	ORPHAN_TAG	1121			
ASV	1CH	6	53	Zadok	ORPHAN_TAG	6659			
ASV	1CH	6	53	his son	ORPHAN_TAG	1121			
ASV	1CH	6	53	, Ahimaaz	ORPHAN_TAG	290			
ASV	1CH	6	53	his son	ORPHAN_TAG	1121			
ASV	1CH	6	54	Now these are their dwelling-places	ORPHAN_TAG	4186			
ASV	1CH	6	54	according to their encampments	ORPHAN_TAG	2918			
ASV	1CH	6	54	in their borders	ORPHAN_TAG	1366			
ASV	1CH	6	54	: to the sons	ORPHAN_TAG	1121			
ASV	1CH	6	54	of Aaron	ORPHAN_TAG	175			
ASV	1CH	6	54	of the Kohathites	ORPHAN_TAG	6956			
ASV	1CH	6	54	(for theirs was the first lot	ORPHAN_TAG	1486			
ASV	1CH	6	55	Hebron	ORPHAN_TAG	2275			
ASV	1CH	6	55	in the land	ORPHAN_TAG	776			
ASV	1CH	6	55	of Judah	ORPHAN_TAG	3063			
ASV	1CH	6	55	thereof round about it	ORPHAN_TAG	5439			
ASV	1CH	6	56	but the fields	ORPHAN_TAG	7704			
ASV	1CH	6	56	of the city	ORPHAN_TAG	5892			
ASV	1CH	6	56	, and the villages	ORPHAN_TAG	2691			
ASV	1CH	6	56	thereof	ORPHAN_TAG	5414			
ASV	1CH	6	56	, they gave to Caleb	ORPHAN_TAG	3612			
ASV	1CH	6	56	the son	ORPHAN_TAG	1121			
ASV	1CH	6	56	of Jephunneh	ORPHAN_TAG	3312			
ASV	1CH	6	57	And to the sons	ORPHAN_TAG	1121			
ASV	1CH	6	57	of Aaron	ORPHAN_TAG	175			
ASV	1CH	6	57	they gave	ORPHAN_TAG	5414			
ASV	1CH	6	57	the cities	ORPHAN_TAG	5892			
ASV	1CH	6	57	of refuge	ORPHAN_TAG	4733			
ASV	1CH	6	57	, Hebron	ORPHAN_TAG	2275			
ASV	1CH	6	57	; Libnah	ORPHAN_TAG	3841			
ASV	1CH	6	57	, and Jattir	ORPHAN_TAG	3492			
ASV	1CH	6	57	, and Eshtemoa	ORPHAN_TAG	851			
ASV	1CH	6	58	and Hilen	ORPHAN_TAG	2432			
ASV	1CH	6	58	, Debir	ORPHAN_TAG	1688			
ASV	1CH	6	59	and Ashan	ORPHAN_TAG	6228			
ASV	1CH	6	59	, and Beth-shemesh	ORPHAN_TAG	1053			
ASV	1CH	6	60	of Benjamin	ORPHAN_TAG	1144			
ASV	1CH	6	60	, Geba	ORPHAN_TAG	1387			
ASV	1CH	6	60	, and Allemeth	ORPHAN_TAG	5964			
ASV	1CH	6	60	, and Anathoth	ORPHAN_TAG	6068			
ASV	1CH	6	60	. All their cities	ORPHAN_TAG	5892			
ASV	1CH	6	60	throughout their families	ORPHAN_TAG	4940			
ASV	1CH	6	60	were thirteen	ORPHAN_TAG	7969			
ASV	1CH	6	60	cities	ORPHAN_TAG	5892			
ASV	1CH	6	61	And unto the rest of the sons	ORPHAN_TAG	1121			
ASV	1CH	6	61	of Kohath	ORPHAN_TAG	6955			
ASV	1CH	6	61	were given by lot	ORPHAN_TAG	1486			
ASV	1CH	6	61	, out	ORPHAN_TAG	3498			
ASV	1CH	6	61	of the family	ORPHAN_TAG	4940			
ASV	1CH	6	61	, out of the half-tribe	ORPHAN_TAG	2677			
ASV	1CH	6	61	the half	ORPHAN_TAG	4276			
ASV	1CH	6	61	of Manasseh	ORPHAN_TAG	4519			
ASV	1CH	6	61	, ten	ORPHAN_TAG	6235			
ASV	1CH	6	61	cities	ORPHAN_TAG	5892			
ASV	1CH	6	62	And to the sons	ORPHAN_TAG	1121			
ASV	1CH	6	62	of Gershom	ORPHAN_TAG	1647			
ASV	1CH	6	62	, according to their families	ORPHAN_TAG	4940			
ASV	1CH	6	62	of Issachar	ORPHAN_TAG	3485			
ASV	1CH	6	62	of Asher	ORPHAN_TAG	836			
ASV	1CH	6	62	of Naphtali	ORPHAN_TAG	5321			
ASV	1CH	6	62	of Manasseh	ORPHAN_TAG	4519			
ASV	1CH	6	62	in Bashan	ORPHAN_TAG	1316			
ASV	1CH	6	62	, thirteen	ORPHAN_TAG	7969			
ASV	1CH	6	62	cities	ORPHAN_TAG	5892			
ASV	1CH	6	63	Unto the sons	ORPHAN_TAG	1121			
ASV	1CH	6	63	of Merari	ORPHAN_TAG	4847			
ASV	1CH	6	63	were given by lot	ORPHAN_TAG	1486			
ASV	1CH	6	63	, according to their families	ORPHAN_TAG	4940			
ASV	1CH	6	63	of Reuben	ORPHAN_TAG	7205			
ASV	1CH	6	63	of Zebulun	ORPHAN_TAG	2074			
ASV	1CH	6	63	, twelve	ORPHAN_TAG	8147			
ASV	1CH	6	63	cities	ORPHAN_TAG	5892			
ASV	1CH	6	64	And the children	ORPHAN_TAG	1121			
ASV	1CH	6	64	of Israel	ORPHAN_TAG	3478			
ASV	1CH	6	64	gave	ORPHAN_TAG	5414			
ASV	1CH	6	64	to the Levites	ORPHAN_TAG	3881			
ASV	1CH	6	64	the cities	ORPHAN_TAG	5892			
ASV	1CH	6	65	And they gave	ORPHAN_TAG	5414			
ASV	1CH	6	65	by lot	ORPHAN_TAG	1486			
ASV	1CH	6	65	out of the tribe	ORPHAN_TAG	4294			
ASV	1CH	6	65	of the children	ORPHAN_TAG	1121			
ASV	1CH	6	65	of Judah	ORPHAN_TAG	3063			
ASV	1CH	6	65	, and out of the tribe	ORPHAN_TAG	4294			
ASV	1CH	6	65	of the children	ORPHAN_TAG	1121			
ASV	1CH	6	65	of Simeon	ORPHAN_TAG	8095			
ASV	1CH	6	65	, and out of the tribe	ORPHAN_TAG	4294			
ASV	1CH	6	65	of the children	ORPHAN_TAG	1121			
ASV	1CH	6	65	of Benjamin	ORPHAN_TAG	1144			
ASV	1CH	6	65	, these cities	ORPHAN_TAG	5892			
ASV	1CH	6	65	which are mentioned	ORPHAN_TAG	7121			
ASV	1CH	6	65	by name	ORPHAN_TAG	8034			
ASV	1CH	6	66	And some of the families	ORPHAN_TAG	4940			
ASV	1CH	6	66	of the sons	ORPHAN_TAG	1121			
ASV	1CH	6	66	of Kohath	ORPHAN_TAG	6955			
ASV	1CH	6	66	had cities	ORPHAN_TAG	5892			
ASV	1CH	6	66	of their borders	ORPHAN_TAG	1366			
ASV	1CH	6	66	out of the tribe	ORPHAN_TAG	4294			
ASV	1CH	6	66	of Ephraim	ORPHAN_TAG	669			
ASV	1CH	7	10	: Jeush	ORPHAN_TAG	3274			
ASV	1CH	7	21	, and Ezer	ORPHAN_TAG	5827			
ASV	1CH	7	21	, whom the men	ORPHAN_TAG	582			
ASV	1CH	7	28	thereof	ORPHAN_TAG	5804			
ASV	1CH	7	40	men	ORPHAN_TAG	582			
ASV	1CH	8	40	men	ORPHAN_TAG	582			
ASV	1CH	9	9	. All these men	ORPHAN_TAG	582			
ASV	1CH	9	12	of Meshillemith	ORPHAN_TAG	4921			
ASV	1CH	9	22	the seer	ORPHAN_TAG	7200			
ASV	1CH	11	4	went	ORPHAN_TAG	3212			
ASV	1CH	11	9	waxed	ORPHAN_TAG	3212			
ASV	1CH	11	9	and greater	ORPHAN_TAG	1419			
ASV	1CH	11	19	of these men	ORPHAN_TAG	582			
ASV	1CH	12	4	and Ishmaiah	ORPHAN_TAG	3460			
ASV	1CH	12	4	the Gibeonite	ORPHAN_TAG	1393			
ASV	1CH	12	4	, a mighty man	ORPHAN_TAG	1368			
ASV	1CH	12	4	among the thirty	ORPHAN_TAG	7970			
ASV	1CH	12	4	, and over the thirty	ORPHAN_TAG	7970			
ASV	1CH	12	8	, men	ORPHAN_TAG	582			
ASV	1CH	12	18	of the thirty	ORPHAN_TAG	7970			
ASV	1CH	12	20	As he went	ORPHAN_TAG	3212			
ASV	1CH	12	30	men	ORPHAN_TAG	582			
ASV	1CH	12	38	All these being men	ORPHAN_TAG	582			
ASV	1CH	13	2	, If it seem good	ORPHAN_TAG	2895			
ASV	1CH	13	9	unto the threshing-floor	ORPHAN_TAG	1637			
ASV	1CH	14	1	And Hiram	ORPHAN_TAG	2438			
ASV	1CH	15	7	of Gershom	ORPHAN_TAG	1647			
ASV	1CH	15	21	set to the Sheminith	ORPHAN_TAG	8067			
ASV	1CH	16	21	He suffered	ORPHAN_TAG	3240			
ASV	1CH	16	43	departed	ORPHAN_TAG	3212			
ASV	1CH	17	4	Go	ORPHAN_TAG	3212			
ASV	1CH	17	11	that thou must go	ORPHAN_TAG	3212			
ASV	1CH	18	3	Hadarezer	ORPHAN_TAG	1928			
ASV	1CH	18	3	, as he went	ORPHAN_TAG	3212			
ASV	1CH	18	7	of Hadarezer	ORPHAN_TAG	1928			
ASV	1CH	18	8	of Hadarezer	ORPHAN_TAG	1928			
ASV	1CH	18	9	of Hadarezer	ORPHAN_TAG	1928			
ASV	1CH	18	10	, because he had fought against Hadarezer	ORPHAN_TAG	1928			
ASV	1CH	18	10	him	ORPHAN_TAG	1928			
ASV	1CH	18	12	of Salt	ORPHAN_TAG	4417			
ASV	1CH	19	5	Then there went	ORPHAN_TAG	3212			
ASV	1CH	19	5	how the men	ORPHAN_TAG	582			
ASV	1CH	19	5	. And he sent to meet	ORPHAN_TAG	7125			
ASV	1CH	19	5	them	ORPHAN_TAG	582			
ASV	1CH	19	10	against	ORPHAN_TAG	7125			
ASV	1CH	19	11	against	ORPHAN_TAG	7125			
ASV	1CH	19	16	of Hadarezer	ORPHAN_TAG	1928			
ASV	1CH	19	17	against	ORPHAN_TAG	7125			
ASV	1CH	19	19	of Hadarezer	ORPHAN_TAG	1928			
ASV	1CH	20	6	; and he also was born unto the giant	ORPHAN_TAG	7497			
ASV	1CH	20	8	unto the giant	ORPHAN_TAG	7497			
ASV	1CH	21	2	, Go	ORPHAN_TAG	3212			
ASV	1CH	21	3	as many as they	ORPHAN_TAG	1992			
ASV	1CH	21	3	, are they	ORPHAN_TAG	1992			
ASV	1CH	21	7	was displeased	ORPHAN_TAG	3415			
ASV	1CH	21	10	Go	ORPHAN_TAG	3212			
ASV	1CH	21	10	of them	ORPHAN_TAG	2007			
ASV	1CH	21	30	not go	ORPHAN_TAG	3212			
ASV	1CH	23	6	: Gershon	ORPHAN_TAG	1648			
ASV	1CH	23	15	: Gershom	ORPHAN_TAG	1647			
ASV	1CH	23	16	of Gershom	ORPHAN_TAG	1647			
ASV	1CH	24	24	, Shamir	ORPHAN_TAG	8053			
ASV	1CH	25	1	of them that did the work	ORPHAN_TAG	582			
ASV	1CH	25	11	to Izri	ORPHAN_TAG	3339			
ASV	1CH	26	24	of Gershom	ORPHAN_TAG	1647			
ASV	1CH	26	28	the seer	ORPHAN_TAG	7200			
ASV	1CH	28	11	of the porch	ORPHAN_TAG	197			
ASV	1CH	29	11	, and thou art exalted	ORPHAN_TAG	4984			
ASV	1CH	29	29	the seer	ORPHAN_TAG	7200			
ASV	1CO	1	2	which is	ORPHAN_TAG	5607			
ASV	1CO	1	2	of our	ORPHAN_TAG	2257			
ASV	1CO	1	2	ours	ORPHAN_TAG	2257			
ASV	1CO	1	3	to you	ORPHAN_TAG	5213			
ASV	1CO	1	3	our	ORPHAN_TAG	2257			
ASV	1CO	1	4	my	ORPHAN_TAG	3450			
ASV	1CO	1	4	you	ORPHAN_TAG	5216			
ASV	1CO	1	4	you	ORPHAN_TAG	5213			
ASV	1CO	1	4	in	ORPHAN_TAG	5213			
ASV	1CO	1	6	you	ORPHAN_TAG	5213			
ASV	1CO	1	7	ye	ORPHAN_TAG	5209			
ASV	1CO	1	7	of our	ORPHAN_TAG	2257			
ASV	1CO	1	8	you	ORPHAN_TAG	5209			
ASV	1CO	1	8	of our	ORPHAN_TAG	2257			
ASV	1CO	1	9	our	ORPHAN_TAG	2257			
ASV	1CO	1	10	you	ORPHAN_TAG	5209			
ASV	1CO	1	10	of our	ORPHAN_TAG	2257			
ASV	1CO	1	10	that there be	ORPHAN_TAG	5600			
ASV	1CO	1	10	you	ORPHAN_TAG	5213			
ASV	1CO	1	10	that ye be	ORPHAN_TAG	5600			
ASV	1CO	1	11	unto me	ORPHAN_TAG	3427			
ASV	1CO	1	11	you	ORPHAN_TAG	5216			
ASV	1CO	1	11	, my	ORPHAN_TAG	3450			
ASV	1CO	1	11	there are	ORPHAN_TAG	1526			
ASV	1CO	1	11	you	ORPHAN_TAG	5213			
ASV	1CO	1	12	this	ORPHAN_TAG	5124			
ASV	1CO	1	12	of you	ORPHAN_TAG	5216			
ASV	1CO	1	13	you	ORPHAN_TAG	5216			
ASV	1CO	1	14	God	ORPHAN_TAG	2316			
ASV	1CO	1	14	of you	ORPHAN_TAG	5216			
ASV	1CO	1	15	man should say	ORPHAN_TAG	2036			
ASV	1CO	1	17	me	ORPHAN_TAG	3165			
ASV	1CO	1	18	is	ORPHAN_TAG	2076			
ASV	1CO	1	18	unto us	ORPHAN_TAG	2254			
ASV	1CO	1	18	it is	ORPHAN_TAG	2076			
ASV	1CO	1	20	of this	ORPHAN_TAG	5127			
ASV	1CO	1	20	of the	ORPHAN_TAG	5127			
ASV	1CO	1	23	we	ORPHAN_TAG	2249			
ASV	1CO	1	23	unto Gentiles	ORPHAN_TAG	1672			
ASV	1CO	1	25	is	ORPHAN_TAG	2076			
ASV	1CO	1	25	is	ORPHAN_TAG	2076			
ASV	1CO	1	26	your	ORPHAN_TAG	5216			
ASV	1CO	1	28	that are	ORPHAN_TAG	5607			
ASV	1CO	1	28	that are	ORPHAN_TAG	5607			
ASV	1CO	1	29	God	ORPHAN_TAG	846			
ASV	1CO	1	30	are	ORPHAN_TAG	2075			
ASV	1CO	1	30	ye	ORPHAN_TAG	5210			
ASV	1CO	1	30	unto us	ORPHAN_TAG	2254			
ASV	1CO	2	1	you	ORPHAN_TAG	5209			
ASV	1CO	2	1	to you	ORPHAN_TAG	5213			
ASV	1CO	2	2	you	ORPHAN_TAG	5213			
ASV	1CO	2	2	him	ORPHAN_TAG	5126			
ASV	1CO	2	3	I	ORPHAN_TAG	1473			
ASV	1CO	2	3	you	ORPHAN_TAG	5209			
ASV	1CO	2	4	my	ORPHAN_TAG	3450			
