translation	book	chapter	verse	segment_text	flag	seg_bases	paired_surface	paired_strongs	paired_class
KJV	EPH	3	9	Christ	ORPHAN_TAG	5547			
KJV	EPH	3	11	our	ORPHAN_TAG	2257			
KJV	EPH	3	13	my	ORPHAN_TAG	3450			
KJV	EPH	3	13	you	ORPHAN_TAG	5216			
KJV	EPH	3	13	is	ORPHAN_TAG	2076			
KJV	EPH	3	13	your	ORPHAN_TAG	5216			
KJV	EPH	3	14	For this	ORPHAN_TAG	5127			
KJV	EPH	3	14	my	ORPHAN_TAG	3450			
KJV	EPH	3	14	of our	ORPHAN_TAG	2257			
KJV	EPH	3	14	Lord	ORPHAN_TAG	2962			
KJV	EPH	3	14	Jesus	ORPHAN_TAG	2424			
KJV	EPH	3	14	Christ	ORPHAN_TAG	5547			
KJV	EPH	3	16	you	ORPHAN_TAG	5213			
KJV	EPH	3	17	your	ORPHAN_TAG	5216			
KJV	EPH	3	17	; that	ORPHAN_TAG	2443			
KJV	EPH	3	20	abundantly	ORPHAN_TAG	1537,4053			
KJV	EPH	3	20	us	ORPHAN_TAG	2254			
KJV	EPH	4	1	you	ORPHAN_TAG	5209			
KJV	EPH	4	2	meekness	ORPHAN_TAG	4236			
KJV	EPH	4	4	one	ORPHAN_TAG	3391			
KJV	EPH	4	4	of your	ORPHAN_TAG	5216			
KJV	EPH	4	5	, one	ORPHAN_TAG	3391			
KJV	EPH	4	6	you	ORPHAN_TAG	5213			
KJV	EPH	4	7	of us	ORPHAN_TAG	2257			
KJV	EPH	4	8	, and	ORPHAN_TAG	2532			
KJV	EPH	4	9	is it	ORPHAN_TAG	2076			
KJV	EPH	4	9	but	ORPHAN_TAG	1508			
KJV	EPH	4	9	first	ORPHAN_TAG	4412			
KJV	EPH	4	10	is	ORPHAN_TAG	2076			
KJV	EPH	4	14	we henceforth be	ORPHAN_TAG	5600			
KJV	EPH	4	15	is	ORPHAN_TAG	2076			
KJV	EPH	4	17	This	ORPHAN_TAG	5124			
KJV	EPH	4	17	, that ye	ORPHAN_TAG	5209			
KJV	EPH	4	17	other	ORPHAN_TAG	3062			
KJV	EPH	4	18	darkened	ORPHAN_TAG	4654			
KJV	EPH	4	18	, being	ORPHAN_TAG	5607			
KJV	EPH	4	18	that is	ORPHAN_TAG	5607			
KJV	EPH	4	20	ye	ORPHAN_TAG	5210			
KJV	EPH	4	21	If so be that	ORPHAN_TAG	1489			
KJV	EPH	4	21	is	ORPHAN_TAG	2076			
KJV	EPH	4	22	That ye	ORPHAN_TAG	5209			
KJV	EPH	4	23	of your	ORPHAN_TAG	5216			
KJV	EPH	4	25	we are	ORPHAN_TAG	2070			
KJV	EPH	4	26	your	ORPHAN_TAG	5216			
KJV	EPH	4	27	Neither	ORPHAN_TAG	3383			
KJV	EPH	4	29	your	ORPHAN_TAG	5216			
KJV	EPH	4	29	that which	ORPHAN_TAG	1536			
KJV	EPH	4	31	you	ORPHAN_TAG	5216			
KJV	EPH	4	32	you	ORPHAN_TAG	5213			
KJV	EPH	5	2	us	ORPHAN_TAG	2248			
KJV	EPH	5	2	us	ORPHAN_TAG	2257			
KJV	EPH	5	3	you	ORPHAN_TAG	5213			
KJV	EPH	5	4	, which	ORPHAN_TAG	3588			
KJV	EPH	5	5	this	ORPHAN_TAG	5124			
KJV	EPH	5	5	is	ORPHAN_TAG	2076			
KJV	EPH	5	6	you	ORPHAN_TAG	5209			
KJV	EPH	5	6	of these things	ORPHAN_TAG	5023			
KJV	EPH	5	8	ye were	ORPHAN_TAG	2258			
KJV	EPH	5	9	of the Spirit	ORPHAN_TAG	4151			
KJV	EPH	5	10	is	ORPHAN_TAG	2076			
KJV	EPH	5	12	it is	ORPHAN_TAG	2076			
KJV	EPH	5	12	a shame	ORPHAN_TAG	149			
KJV	EPH	5	13	is	ORPHAN_TAG	2076			
KJV	EPH	5	14	thee	ORPHAN_TAG	4671			
KJV	EPH	5	16	are	ORPHAN_TAG	1526			
KJV	EPH	5	18	is	ORPHAN_TAG	2076			
KJV	EPH	5	19	in	ORPHAN_TAG	1722			
KJV	EPH	5	19	your	ORPHAN_TAG	5216			
KJV	EPH	5	20	of our	ORPHAN_TAG	2257			
KJV	EPH	5	21	of God	ORPHAN_TAG	2316			
KJV	EPH	5	22	, submit yourselves	ORPHAN_TAG	5293			
KJV	EPH	5	23	is	ORPHAN_TAG	2076			
KJV	EPH	5	23	is	ORPHAN_TAG	2076			
KJV	EPH	5	24	as	ORPHAN_TAG	5618			
KJV	EPH	5	24	be to their own	ORPHAN_TAG	2398			
KJV	EPH	5	27	it should be	ORPHAN_TAG	5600			
KJV	EPH	5	29	the Lord	ORPHAN_TAG	2962			
KJV	EPH	5	30	we are	ORPHAN_TAG	2070			
KJV	EPH	5	30	, of	ORPHAN_TAG	1537			
KJV	EPH	5	30	flesh	ORPHAN_TAG	4561			
KJV	EPH	5	30	, and	ORPHAN_TAG	2532			
KJV	EPH	5	30	of	ORPHAN_TAG	1537			
KJV	EPH	5	30	bones	ORPHAN_TAG	3747			
KJV	EPH	5	31	this cause	ORPHAN_TAG	5127			
KJV	EPH	5	31	shall be	ORPHAN_TAG	2071			
KJV	EPH	5	32	This	ORPHAN_TAG	5124			
KJV	EPH	5	32	is	ORPHAN_TAG	2076			
KJV	EPH	5	33	of you	ORPHAN_TAG	5210			
KJV	EPH	6	1	your	ORPHAN_TAG	5216			
KJV	EPH	6	1	this	ORPHAN_TAG	5124			
KJV	EPH	6	1	is	ORPHAN_TAG	2076			
KJV	EPH	6	2	thy	ORPHAN_TAG	4675			
KJV	EPH	6	2	is	ORPHAN_TAG	2076			
KJV	EPH	6	3	with thee	ORPHAN_TAG	4671			
KJV	EPH	6	3	thou mayest	ORPHAN_TAG	2071			
KJV	EPH	6	4	your	ORPHAN_TAG	5216			
KJV	EPH	6	5	of your	ORPHAN_TAG	5216			
KJV	EPH	6	8	, the same	ORPHAN_TAG	5124			
KJV	EPH	6	9	is	ORPHAN_TAG	2076			
KJV	EPH	6	9	is there	ORPHAN_TAG	2076			
KJV	EPH	6	10	Finally	ORPHAN_TAG	3063			
KJV	EPH	6	10	, my	ORPHAN_TAG	3450			
KJV	EPH	6	10	brethren	ORPHAN_TAG	80			
KJV	EPH	6	11	ye	ORPHAN_TAG	5209			
KJV	EPH	6	12	we	ORPHAN_TAG	2254			
KJV	EPH	6	12	of this	ORPHAN_TAG	5127			
KJV	EPH	6	12	world	ORPHAN_TAG	165			
KJV	EPH	6	14	your	ORPHAN_TAG	5216			
KJV	EPH	6	16	Above	ORPHAN_TAG	1909			
KJV	EPH	6	17	, which is	ORPHAN_TAG	3603			
KJV	EPH	6	19	me	ORPHAN_TAG	1700			
KJV	EPH	6	19	unto me	ORPHAN_TAG	3427			
KJV	EPH	6	19	my	ORPHAN_TAG	3450			
KJV	EPH	6	20	I	ORPHAN_TAG	3165			
KJV	EPH	6	21	ye	ORPHAN_TAG	5210			
KJV	EPH	6	21	my	ORPHAN_TAG	1691			
KJV	EPH	6	21	to you	ORPHAN_TAG	5213			
KJV	EPH	6	22	you	ORPHAN_TAG	5209			
KJV	EPH	6	22	purpose	ORPHAN_TAG	5124			
KJV	EPH	6	22	our	ORPHAN_TAG	2257			
KJV	EPH	6	22	your	ORPHAN_TAG	5216			
KJV	EPH	6	24	our	ORPHAN_TAG	2257			
KJV	EPH	6	24	. Amen	ORPHAN_TAG	281			
KJV	EST	1	5	of the garden	ORPHAN_TAG	1594			
KJV	EST	1	10	was merry	ORPHAN_TAG	2896			
KJV	EST	1	19	If it please	ORPHAN_TAG	2895			
KJV	EST	3	8	to suffer	ORPHAN_TAG	3240			
KJV	EST	3	9	If it please	ORPHAN_TAG	2895			
KJV	EST	4	16	Go	ORPHAN_TAG	3212			
KJV	EST	5	4	, If it seem good	ORPHAN_TAG	2895			
KJV	EST	5	8	, and if it please	ORPHAN_TAG	2895			
KJV	EST	7	3	, and if it please	ORPHAN_TAG	2895			
KJV	EST	7	7	garden	ORPHAN_TAG	1594			
KJV	EST	7	8	garden	ORPHAN_TAG	1594			
KJV	EST	8	15	and was glad	ORPHAN_TAG	8056			
KJV	EST	9	16	, and had rest	ORPHAN_TAG	5118			
KJV	EST	9	17	day of the same rested	ORPHAN_TAG	5118			
KJV	EST	9	18	day of the same they rested	ORPHAN_TAG	5118			
KJV	EXO	1	16	, then she shall live	ORPHAN_TAG	2425			
KJV	EXO	2	1	And there went	ORPHAN_TAG	3212			
KJV	EXO	2	7	, Shall I go	ORPHAN_TAG	3212			
KJV	EXO	2	8	to her, Go	ORPHAN_TAG	3212			
KJV	EXO	2	8	went	ORPHAN_TAG	3212			
KJV	EXO	2	9	unto her, Take	ORPHAN_TAG	3212			
KJV	EXO	2	9	away	ORPHAN_TAG	3212			
KJV	EXO	2	9	, and nursed	ORPHAN_TAG	5134			
KJV	EXO	2	13	men	ORPHAN_TAG	582			
KJV	EXO	2	17	And the shepherds	ORPHAN_TAG	7462			
KJV	EXO	2	19	of the shepherds	ORPHAN_TAG	7462			
KJV	EXO	2	22	Gershom	ORPHAN_TAG	1647			
KJV	EXO	3	10	Come	ORPHAN_TAG	3212			
KJV	EXO	3	11	, Who am I, that I should go	ORPHAN_TAG	3212			
KJV	EXO	3	16	Go	ORPHAN_TAG	3212			
KJV	EXO	3	18	with us: and now let us go	ORPHAN_TAG	3212			
KJV	EXO	3	21	: and it shall come to pass, that, when ye go	ORPHAN_TAG	3212			
KJV	EXO	3	21	, ye shall not go	ORPHAN_TAG	3212			
KJV	EXO	4	12	Now therefore go	ORPHAN_TAG	3212			
KJV	EXO	4	14	to meet	ORPHAN_TAG	7125			
KJV	EXO	4	18	went	ORPHAN_TAG	3212			
KJV	EXO	4	18	unto him, Let me go	ORPHAN_TAG	3212			
KJV	EXO	4	18	, Go	ORPHAN_TAG	3212			
KJV	EXO	4	19	, Go	ORPHAN_TAG	3212			
KJV	EXO	4	19	: for all the men	ORPHAN_TAG	582			
KJV	EXO	4	21	, When thou goest	ORPHAN_TAG	3212			
KJV	EXO	4	27	, Go	ORPHAN_TAG	3212			
KJV	EXO	4	27	to meet	ORPHAN_TAG	7125			
KJV	EXO	4	27	. And he went	ORPHAN_TAG	3212			
KJV	EXO	4	29	went	ORPHAN_TAG	3212			
KJV	EXO	5	3	with us: let us go	ORPHAN_TAG	3212			
KJV	EXO	5	4	? get	ORPHAN_TAG	3212			
KJV	EXO	5	7	: let them go	ORPHAN_TAG	3212			
KJV	EXO	5	8	, Let us go	ORPHAN_TAG	3212			
KJV	EXO	5	9	upon the men	ORPHAN_TAG	582			
KJV	EXO	5	11	Go	ORPHAN_TAG	3212			
KJV	EXO	5	17	, Let us go	ORPHAN_TAG	3212			
KJV	EXO	5	18	Go	ORPHAN_TAG	3212			
KJV	EXO	5	20	in the way	ORPHAN_TAG	7125			
KJV	EXO	6	16	; Gershon	ORPHAN_TAG	1648			
KJV	EXO	6	17	of Gershon	ORPHAN_TAG	1648			
KJV	EXO	7	15	Get	ORPHAN_TAG	3212			
KJV	EXO	7	15	against he come	ORPHAN_TAG	7125			
KJV	EXO	8	1	, Go	ORPHAN_TAG	935			
KJV	EXO	8	2	And if thou refuse	ORPHAN_TAG	3986			
KJV	EXO	8	2	, behold, I will smite	ORPHAN_TAG	5062			
KJV	EXO	8	2	all thy borders	ORPHAN_TAG	1366			
KJV	EXO	8	3	shall bring forth	ORPHAN_TAG	8317			
KJV	EXO	8	3	abundantly	ORPHAN_TAG	8317			
KJV	EXO	8	3	, which shall go up	ORPHAN_TAG	5927			
KJV	EXO	8	3	and come	ORPHAN_TAG	935			
KJV	EXO	8	3	, and into thy bedchamber	ORPHAN_TAG	2315,4904			
KJV	EXO	8	3	, and upon thy bed	ORPHAN_TAG	4296			
KJV	EXO	8	3	, and into thine ovens	ORPHAN_TAG	8574			
KJV	EXO	8	3	, and into thy kneadingtroughs	ORPHAN_TAG	4863			
KJV	EXO	8	4	shall come up	ORPHAN_TAG	5927			
KJV	EXO	8	8	called	ORPHAN_TAG	7121			
KJV	EXO	8	8	and Aaron	ORPHAN_TAG	175			
KJV	EXO	8	8	the frogs	ORPHAN_TAG	6854			
KJV	EXO	8	9	said	ORPHAN_TAG	559			
KJV	EXO	8	9	, Glory	ORPHAN_TAG	6286			
KJV	EXO	8	9	over me: when	ORPHAN_TAG	4970			
KJV	EXO	8	9	shall I intreat	ORPHAN_TAG	6279			
KJV	EXO	8	9	, to destroy	ORPHAN_TAG	3772			
KJV	EXO	8	9	the frogs	ORPHAN_TAG	6854			
KJV	EXO	8	9	from thee and thy houses	ORPHAN_TAG	1004			
KJV	EXO	8	9	in the river	ORPHAN_TAG	2975			
KJV	EXO	8	11	And the frogs	ORPHAN_TAG	6854			
KJV	EXO	8	11	shall depart	ORPHAN_TAG	5493			
KJV	EXO	8	11	; they shall remain	ORPHAN_TAG	7604			
KJV	EXO	8	11	in the river	ORPHAN_TAG	2975			
KJV	EXO	8	20	unto Moses	ORPHAN_TAG	4872			
KJV	EXO	8	20	, Rise up early	ORPHAN_TAG	7925			
KJV	EXO	8	20	in the morning	ORPHAN_TAG	1242			
KJV	EXO	8	20	, and stand	ORPHAN_TAG	3320			
KJV	EXO	8	20	before	ORPHAN_TAG	6440			
KJV	EXO	8	20	; lo, he cometh forth	ORPHAN_TAG	3318			
KJV	EXO	8	20	to the water	ORPHAN_TAG	4325			
KJV	EXO	8	20	, Let my people	ORPHAN_TAG	5971			
KJV	EXO	8	20	, that they may serve	ORPHAN_TAG	5647			
KJV	EXO	8	21	Else, if thou wilt not let my people	ORPHAN_TAG	5971			
KJV	EXO	8	21	go	ORPHAN_TAG	7971			
KJV	EXO	8	21	, behold, I will send	ORPHAN_TAG	7971			
KJV	EXO	8	21	, and upon thy people	ORPHAN_TAG	5971			
KJV	EXO	8	21	shall be full	ORPHAN_TAG	4390			
KJV	EXO	8	21	of flies, and also the ground	ORPHAN_TAG	127			
KJV	EXO	8	24	so; and there came	ORPHAN_TAG	935			
KJV	EXO	8	24	a grievous	ORPHAN_TAG	3515			
KJV	EXO	8	24	swarm	ORPHAN_TAG	6157			
KJV	EXO	8	24	of flies into the house	ORPHAN_TAG	1004			
KJV	EXO	8	24	of Pharaoh	ORPHAN_TAG	6547			
KJV	EXO	8	24	, and into his servants'	ORPHAN_TAG	5650			
KJV	EXO	8	24	houses	ORPHAN_TAG	1004			
KJV	EXO	8	24	, and into all the land	ORPHAN_TAG	776			
KJV	EXO	8	24	: the land	ORPHAN_TAG	776			
KJV	EXO	8	24	was corrupted	ORPHAN_TAG	7843			
KJV	EXO	8	24	by reason	ORPHAN_TAG	6440			
KJV	EXO	8	24	of the swarm	ORPHAN_TAG	6157			
KJV	EXO	8	25	, Go	ORPHAN_TAG	3212			
KJV	EXO	8	26	And Moses	ORPHAN_TAG	4872			
KJV	EXO	8	26	, It is not meet	ORPHAN_TAG	3559			
KJV	EXO	8	26	so to do	ORPHAN_TAG	6213			
KJV	EXO	8	26	; for	ORPHAN_TAG	2005			
KJV	EXO	8	26	the abomination	ORPHAN_TAG	8441			
KJV	EXO	8	26	of the Egyptians	ORPHAN_TAG	4714			
KJV	EXO	8	26	the abomination	ORPHAN_TAG	8441			
KJV	EXO	8	26	of the Egyptians	ORPHAN_TAG	4714			
KJV	EXO	8	26	before their eyes	ORPHAN_TAG	5869			
KJV	EXO	8	26	, and will they not stone	ORPHAN_TAG	5619			
KJV	EXO	8	27	We will go	ORPHAN_TAG	3212			
KJV	EXO	8	27	three	ORPHAN_TAG	7969			
KJV	EXO	8	27	days'	ORPHAN_TAG	3117			
KJV	EXO	8	27	journey	ORPHAN_TAG	1870			
KJV	EXO	8	27	into the wilderness	ORPHAN_TAG	4057			
KJV	EXO	8	27	, and sacrifice	ORPHAN_TAG	2076			
KJV	EXO	8	27	our God	ORPHAN_TAG	430			
KJV	EXO	8	27	, as he shall command	ORPHAN_TAG	559			
KJV	EXO	8	28	said	ORPHAN_TAG	559			
KJV	EXO	8	28	, that ye may sacrifice	ORPHAN_TAG	2076			
KJV	EXO	8	28	to the LORD	ORPHAN_TAG	3068			
KJV	EXO	8	28	your God	ORPHAN_TAG	430			
KJV	EXO	8	28	in the wilderness	ORPHAN_TAG	4057			
KJV	EXO	8	28	; only ye shall not go	ORPHAN_TAG	3212			
KJV	EXO	8	28	very	ORPHAN_TAG	7368			
KJV	EXO	8	28	far away	ORPHAN_TAG	7368			
KJV	EXO	8	28	: intreat	ORPHAN_TAG	6279			
KJV	EXO	8	28	for me	ORPHAN_TAG	1157			
KJV	EXO	10	7	unto us? let the men	ORPHAN_TAG	582			
KJV	EXO	10	8	unto them, Go	ORPHAN_TAG	3212			
KJV	EXO	10	9	, We will go	ORPHAN_TAG	3212			
KJV	EXO	10	9	will we go	ORPHAN_TAG	3212			
KJV	EXO	10	11	Not so: go	ORPHAN_TAG	3212			
KJV	EXO	10	24	, Go	ORPHAN_TAG	3212			
KJV	EXO	10	24	also go	ORPHAN_TAG	3212			
KJV	EXO	10	26	also shall go	ORPHAN_TAG	3212			
KJV	EXO	10	28	unto him, Get	ORPHAN_TAG	3212			
KJV	EXO	12	19	that which is leavened	ORPHAN_TAG	2556			
KJV	EXO	12	20	nothing leavened	ORPHAN_TAG	2556			
KJV	EXO	12	23	the destroyer	ORPHAN_TAG	7843			
KJV	EXO	12	28	went away	ORPHAN_TAG	3212			
KJV	EXO	12	31	; and go	ORPHAN_TAG	3212			
KJV	EXO	12	32	, and be gone	ORPHAN_TAG	3212			
KJV	EXO	13	21	; to go	ORPHAN_TAG	3212			
KJV	EXO	14	2	: before	ORPHAN_TAG	5226			
KJV	EXO	14	19	and went	ORPHAN_TAG	3212			
KJV	EXO	14	21	to go	ORPHAN_TAG	3212			
KJV	EXO	14	27	against	ORPHAN_TAG	7125			
KJV	EXO	15	21	answered	ORPHAN_TAG	6030			
KJV	EXO	15	22	; and they went	ORPHAN_TAG	3212			
KJV	EXO	16	4	them, whether they will walk	ORPHAN_TAG	3212			
KJV	EXO	16	20	; but some	ORPHAN_TAG	582			
KJV	EXO	16	20	, and it bred	ORPHAN_TAG	7311			
KJV	EXO	16	23	lay up	ORPHAN_TAG	3240			
KJV	EXO	16	24	And they laid it up	ORPHAN_TAG	3240			
KJV	EXO	16	33	therein, and lay it up	ORPHAN_TAG	3240			
KJV	EXO	16	34	laid it up	ORPHAN_TAG	3240			
KJV	EXO	17	9	men	ORPHAN_TAG	582			
KJV	EXO	17	15	of it Jehovahnissi	ORPHAN_TAG	3071			
KJV	EXO	18	3	was Gershom	ORPHAN_TAG	1647			
KJV	EXO	18	7	to meet	ORPHAN_TAG	7125			
KJV	EXO	18	20	wherein they must walk	ORPHAN_TAG	3212			
KJV	EXO	18	21	men	ORPHAN_TAG	582			
KJV	EXO	18	21	, men	ORPHAN_TAG	582			
KJV	EXO	18	25	men	ORPHAN_TAG	582			
KJV	EXO	18	27	; and he went	ORPHAN_TAG	3212			
KJV	EXO	19	10	, Go	ORPHAN_TAG	3212			
KJV	EXO	19	17	to meet	ORPHAN_TAG	7125			
KJV	EXO	19	24	unto him, Away	ORPHAN_TAG	3212			
KJV	EXO	21	18	And if men	ORPHAN_TAG	582			
KJV	EXO	21	21	or two	ORPHAN_TAG	8147			
KJV	EXO	21	22	If men	ORPHAN_TAG	582			
KJV	EXO	22	1	If a man	ORPHAN_TAG	376			
KJV	EXO	22	1	shall steal	ORPHAN_TAG	1589			
KJV	EXO	22	1	, and kill	ORPHAN_TAG	2873			
KJV	EXO	22	1	it, or sell	ORPHAN_TAG	4376			
KJV	EXO	22	1	five	ORPHAN_TAG	2568			
KJV	EXO	22	1	oxen	ORPHAN_TAG	1241			
KJV	EXO	22	1	, and four	ORPHAN_TAG	702			
KJV	EXO	22	1	sheep	ORPHAN_TAG	6629			
KJV	EXO	22	4	If the theft	ORPHAN_TAG	1591			
KJV	EXO	22	4	be certainly	ORPHAN_TAG	4672			
KJV	EXO	22	4	found	ORPHAN_TAG	4672			
KJV	EXO	22	4	in his hand	ORPHAN_TAG	3027			
KJV	EXO	22	4	alive	ORPHAN_TAG	2416			
KJV	EXO	22	9	For all manner	ORPHAN_TAG	1697			
KJV	EXO	22	9	of trespass	ORPHAN_TAG	6588			
KJV	EXO	22	9	, for raiment	ORPHAN_TAG	8008			
KJV	EXO	22	9	, or for any manner of lost thing	ORPHAN_TAG	9			
KJV	EXO	22	9	, which another challengeth	ORPHAN_TAG	559			
KJV	EXO	22	9	to be his, the cause	ORPHAN_TAG	1697			
KJV	EXO	22	9	of both parties	ORPHAN_TAG	8147			
KJV	EXO	22	9	shall come	ORPHAN_TAG	935			
KJV	EXO	22	9	before the judges	ORPHAN_TAG	430			
KJV	EXO	22	9	; and whom the judges	ORPHAN_TAG	430			
KJV	EXO	22	9	shall condemn	ORPHAN_TAG	7561			
KJV	EXO	22	9	, he shall pay	ORPHAN_TAG	7999			
KJV	EXO	22	9	double	ORPHAN_TAG	8147			
KJV	EXO	22	10	deliver	ORPHAN_TAG	5414			
KJV	EXO	22	10	an ass	ORPHAN_TAG	2543			
KJV	EXO	22	10	, or an ox	ORPHAN_TAG	7794			
KJV	EXO	22	10	, or a sheep	ORPHAN_TAG	7716			
KJV	EXO	22	10	, or any beast	ORPHAN_TAG	929			
KJV	EXO	22	10	, to keep	ORPHAN_TAG	8104			
KJV	EXO	22	10	, or driven away	ORPHAN_TAG	7617			
KJV	EXO	22	10	, no man seeing	ORPHAN_TAG	7200			
KJV	EXO	22	14	And if a man	ORPHAN_TAG	376			
KJV	EXO	22	14	borrow	ORPHAN_TAG	7592			
KJV	EXO	22	14	ought of his neighbour	ORPHAN_TAG	7453			
KJV	EXO	22	14	, and it be hurt	ORPHAN_TAG	7665			
KJV	EXO	22	14	, or die	ORPHAN_TAG	4191			
KJV	EXO	22	15	But if the owner	ORPHAN_TAG	1167			
KJV	EXO	22	15	thereof be with it, he shall not make it good	ORPHAN_TAG	7999			
KJV	EXO	22	15	: if it be an hired	ORPHAN_TAG	7916			
KJV	EXO	22	15	for his hire	ORPHAN_TAG	7939			
KJV	EXO	22	25	by thee, thou shalt not be to him as an usurer	ORPHAN_TAG	5383			
KJV	EXO	22	26	If thou at all	ORPHAN_TAG	2254			
KJV	EXO	22	26	take	ORPHAN_TAG	2254			
KJV	EXO	22	26	thy neighbour's	ORPHAN_TAG	7453			
KJV	EXO	22	26	raiment	ORPHAN_TAG	8008			
KJV	EXO	22	26	to pledge	ORPHAN_TAG	2254			
KJV	EXO	22	26	, thou shalt deliver	ORPHAN_TAG	7725			
KJV	EXO	22	26	it unto him by	ORPHAN_TAG	5704			
KJV	EXO	22	26	that the sun	ORPHAN_TAG	8121			
KJV	EXO	22	26	goeth down	ORPHAN_TAG	935			
KJV	EXO	22	27	For that is his covering	ORPHAN_TAG	3682			
KJV	EXO	22	27	only, it is his raiment	ORPHAN_TAG	8071			
KJV	EXO	22	27	for his skin	ORPHAN_TAG	5785			
KJV	EXO	22	27	: wherein shall he sleep	ORPHAN_TAG	7901			
KJV	EXO	22	27	? and it shall come to pass, when he crieth	ORPHAN_TAG	6817			
KJV	EXO	22	27	unto me, that I will hear	ORPHAN_TAG	8085			
KJV	EXO	22	27	; for I am gracious	ORPHAN_TAG	2587			
KJV	EXO	22	28	Thou shalt not revile	ORPHAN_TAG	7043			
KJV	EXO	22	28	the gods	ORPHAN_TAG	430			
KJV	EXO	22	28	, nor curse	ORPHAN_TAG	779			
KJV	EXO	22	28	the ruler	ORPHAN_TAG	5387			
KJV	EXO	22	28	of thy people	ORPHAN_TAG	5971			
KJV	EXO	22	29	Thou shalt not delay	ORPHAN_TAG	309			
KJV	EXO	22	29	to offer the first of thy ripe fruits	ORPHAN_TAG	4395			
KJV	EXO	22	29	, and of thy liquors	ORPHAN_TAG	1831			
KJV	EXO	22	29	: the firstborn	ORPHAN_TAG	1060			
KJV	EXO	22	29	of thy sons	ORPHAN_TAG	1121			
KJV	EXO	22	30	Likewise	ORPHAN_TAG	3651			
KJV	EXO	22	30	shalt thou do	ORPHAN_TAG	6213			
KJV	EXO	22	30	with thine oxen	ORPHAN_TAG	7794			
KJV	EXO	22	30	, and with thy sheep	ORPHAN_TAG	6629			
KJV	EXO	22	30	: seven	ORPHAN_TAG	7651			
KJV	EXO	22	30	days	ORPHAN_TAG	3117			
KJV	EXO	22	30	it shall be with his dam	ORPHAN_TAG	517			
KJV	EXO	22	30	; on the eighth	ORPHAN_TAG	8066			
KJV	EXO	22	30	day	ORPHAN_TAG	3117			
KJV	EXO	22	30	thou shalt give	ORPHAN_TAG	5414			
KJV	EXO	23	17	GOD	ORPHAN_TAG	3068			
KJV	EXO	23	23	shall go	ORPHAN_TAG	3212			
KJV	EXO	23	29	multiply	ORPHAN_TAG	7227			
KJV	EXO	24	10	as it were a paved	ORPHAN_TAG	3840			
KJV	EXO	26	23	for the corners	ORPHAN_TAG	4742			
KJV	EXO	26	24	And they shall be coupled	ORPHAN_TAG	8382			
KJV	EXO	26	24	, and they shall be coupled	ORPHAN_TAG	8382			
KJV	EXO	28	11	them to be set	ORPHAN_TAG	4142			
KJV	EXO	28	22	chains	ORPHAN_TAG	8331			
KJV	EXO	29	29	him, to be anointed	ORPHAN_TAG	4888			
KJV	EXO	30	32	shall it not be poured	ORPHAN_TAG	3251			
KJV	EXO	32	1	, which shall go	ORPHAN_TAG	3212			
KJV	EXO	32	7	, Go	ORPHAN_TAG	3212			
KJV	EXO	32	10	Now therefore let me alone	ORPHAN_TAG	3240			
KJV	EXO	32	18	of them that shout	ORPHAN_TAG	6030			
KJV	EXO	32	18	of them that cry	ORPHAN_TAG	6030			
KJV	EXO	32	23	, which shall go	ORPHAN_TAG	3212			
KJV	EXO	32	34	Therefore now go	ORPHAN_TAG	3212			
KJV	EXO	32	34	shall go	ORPHAN_TAG	3212			
KJV	EXO	33	1	, Depart	ORPHAN_TAG	3212			
KJV	EXO	33	14	shall go	ORPHAN_TAG	3212			
KJV	EXO	33	16	? is it not in that thou goest	ORPHAN_TAG	3212			
KJV	EXO	33	20	me, and live	ORPHAN_TAG	2425			
KJV	EXO	34	7	and sin	ORPHAN_TAG	2403			
KJV	EXO	34	9	, I pray thee, go	ORPHAN_TAG	3212			
KJV	EXO	34	19	, that is male	ORPHAN_TAG	2142			
KJV	EXO	34	23	GOD	ORPHAN_TAG	3068			
KJV	EXO	35	22	men	ORPHAN_TAG	582			
KJV	EXO	36	28	he for the corners	ORPHAN_TAG	4742			
KJV	EXO	36	29	And they were coupled	ORPHAN_TAG	8382			
KJV	EXO	36	29	, and coupled	ORPHAN_TAG	8382			
KJV	EXO	38	5	ends	ORPHAN_TAG	7099			
KJV	EXO	39	3	into	ORPHAN_TAG	854			
KJV	EXO	39	6	inclosed	ORPHAN_TAG	4142			
KJV	EXO	39	13	: they were inclosed	ORPHAN_TAG	4142			
KJV	EZK	1	9	not when they went	ORPHAN_TAG	3212			
KJV	EZK	1	9	; they went	ORPHAN_TAG	3212			
KJV	EZK	1	12	And they went	ORPHAN_TAG	3212			
KJV	EZK	1	12	was to go	ORPHAN_TAG	3212			
KJV	EZK	1	12	, they went	ORPHAN_TAG	3212			
KJV	EZK	1	12	not when they went	ORPHAN_TAG	3212			
KJV	EZK	1	17	When they went	ORPHAN_TAG	3212			
KJV	EZK	1	17	, they went	ORPHAN_TAG	3212			
KJV	EZK	1	17	not when they went	ORPHAN_TAG	3212			
KJV	EZK	1	19	went	ORPHAN_TAG	3212			
KJV	EZK	1	19	went	ORPHAN_TAG	3212			
KJV	EZK	1	20	was to go	ORPHAN_TAG	3212			
KJV	EZK	1	20	, they went	ORPHAN_TAG	3212			
KJV	EZK	1	20	to go	ORPHAN_TAG	3212			
